date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:01:40	116416/116416	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222008b-1c6c0-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/socicon/fonts/socicon.eot?	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/socicon/fonts/socicond41d.eot	(from https://www.ese.iitb.ac.in/~energyday/assets/socicon/css/styles.css)
00:01:40	64512/64512	---M-Z	200	added ('OK')	text/plain	etag:%222008f-fc00-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/socicon/fonts/socicon.woff2	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/socicon/fonts/socicon.woff2	(from https://www.ese.iitb.ac.in/~energyday/assets/socicon/css/styles.css)
00:01:41	116252/116252	---MCZ	200	added ('OK')	text/plain	etag:%222008d-1c61c-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/socicon/fonts/socicon.ttf	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/socicon/fonts/socicon.ttf	(from https://www.ese.iitb.ac.in/~energyday/assets/socicon/css/styles.css)
00:01:41	116328/116328	---MCZ	200	added ('OK')	text/plain	etag:%222008e-1c668-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/socicon/fonts/socicon.woff	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/socicon/fonts/socicon.woff	(from https://www.ese.iitb.ac.in/~energyday/assets/socicon/css/styles.css)
00:01:41	322578/322578	---MCZ	200	added ('OK')	image/svg+xml	etag:%222008c-4ec12-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/socicon/fonts/socicon.svg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/socicon/fonts/socicon.svg	(from https://www.ese.iitb.ac.in/~energyday/assets/socicon/css/styles.css)
00:01:42	128065/128065	---MCZ	200	added ('OK')	image/jpeg	etag:%222004a-1f441-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/images/hero-careers-renewables-desktop.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/hero-careers-renewables-desktop.jpg	(from https://www.ese.iitb.ac.in/~energyday/assets/mobirise/css/mbr-additional.css)
00:01:42	2089897/2089897	---MCZ	200	added ('OK')	image/jpeg	etag:%2220064-1fe3a9-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/nicholas-doherty-ponbhdyofom-unsplash.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/nicholas-doherty-ponbhdyofom-unsplash.jpg	(from https://www.ese.iitb.ac.in/~energyday/assets/mobirise/css/mbr-additional.css)
00:01:42	10115/10115	---M-Z	200	added ('OK')	image/jpeg	etag:%2220062-2783-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/images/istockphoto-649675876-170667a.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/istockphoto-649675876-170667a.jpg	(from https://www.ese.iitb.ac.in/~energyday/assets/mobirise/css/mbr-additional.css)
00:01:43	9721/9721	---M-Z	200	added ('OK')	text/css	etag:%2220026-25f9-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/gallery/style.css	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/gallery/style.css	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:43	71150/71150	---MCZ	200	added ('OK')	image/jpeg	etag:%2220031-115ee-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dreamstime-l-193149078-scaled-1-2000x1091-800x450.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dreamstime-l-193149078-scaled-1-2000x1091-800x450.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:43	14364/14364	---M-Z	200	added ('OK')	audio/unknown	etag:%2220061-381c-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/is-fuelcell-energy-fcel-a-good-stock-to-buy-1615824679109.webp	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/is-fuelcell-energy-fcel-a-good-stock-to-buy-1615824679109.webp	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:43	130260/130260	---MCZ	200	added ('OK')	image/jpeg	etag:%222006e-1fcd4-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/solar-pv-1-720x405.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/solar-pv-1-720x405.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:43	60664/60664	---M-Z	200	added ('OK')	audio/unknown	etag:%2220048-ecf8-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/glo-renewable-energy-wind-farm-onshore-offshore-3d-rendering-16.webp	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/glo-renewable-energy-wind-farm-onshore-offshore-3d-rendering-16.webp	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:44	53716/53716	---M-Z	200	added ('OK')	image/jpeg	etag:%222006a-d1d4-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/pe-blog-nuclear-1255x808-800x449.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/pe-blog-nuclear-1255x808-800x449.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:44	16566/16566	---M-Z	200	added ('OK')	audio/unknown	etag:%222006d-40b6-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/smart-grid-power-electronics-.webp	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/smart-grid-power-electronics-.webp	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:44	40919/40919	---M-Z	200	added ('OK')	image/jpeg	etag:%2220068-9fd7-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/pd-enews-energy-light-bulb-800x500-640x360.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/pd-enews-energy-light-bulb-800x500-640x360.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:44	12724/12724	---M-Z	200	added ('OK')	image/jpeg	etag:%2220071-31b4-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/types-of-ic-engine-1-320x180-256x144.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/types-of-ic-engine-1-320x180-256x144.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:45	213935/213935	---MCZ	200	added ('OK')	image/jpeg	etag:%2220032-343af-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dreamstime-l-193149078-scaled-1-2000x1091.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dreamstime-l-193149078-scaled-1-2000x1091.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:45	166062/166062	---MCZ	200	added ('OK')	image/jpeg	etag:%222006f-288ae-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/solar-pv-1.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/solar-pv-1.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:45	97208/97208	---MCZ	200	added ('OK')	image/jpeg	etag:%222006b-17bb8-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/pe-blog-nuclear-1255x808.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/pe-blog-nuclear-1255x808.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:45	53890/53890	---M-Z	200	added ('OK')	image/jpeg	etag:%2220069-d282-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/pd-enews-energy-light-bulb-800x500.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/pd-enews-energy-light-bulb-800x500.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:45	16820/16820	---M-Z	200	added ('OK')	image/jpeg	etag:%2220072-41b4-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/types-of-ic-engine-1-320x180.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/types-of-ic-engine-1-320x180.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:46	44653/44653	---M-Z	200	added ('OK')	image/jpeg	etag:%2220030-ae6d-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/battery-research-pm-modi-536x277.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/battery-research-pm-modi-536x277.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:46	21888/21888	---M-Z	200	added ('OK')	image/jpeg	etag:%2220047-5580-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/fresnel-ref-480x275.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/fresnel-ref-480x275.jpg	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:46	63355/63355	---M-Z	200	added ('OK')	text/javascript	etag:%2220077-f77b-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/masonry/masonry.pkgd.min.js	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/masonry/masonry.pkgd.min.js	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:46	13749/13749	---M-Z	200	added ('OK')	text/javascript	etag:%2220075-35b5-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/imagesloaded/imagesloaded.pkgd.min.js	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/imagesloaded/imagesloaded.pkgd.min.js	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:46	15696/15696	---M-Z	200	added ('OK')	text/javascript	etag:%2220023-3d50-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/gallery/player.min.js	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/gallery/player.min.js	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:47	5947/5947	---M-Z	200	added ('OK')	text/javascript	etag:%2220024-173b-5fa63e12bbe80%22	https://www.ese.iitb.ac.in/~energyday/assets/gallery/script.js	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/gallery/script.js	(from https://www.ese.iitb.ac.in/~energyday/About.html)
00:01:48	774620/774620	---MCZ	200	added ('OK')	image/jpeg	etag:%222005b-bd1dc-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/img-7507.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/img-7507.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:48	576108/576108	---MCZ	200	added ('OK')	image/jpeg	etag:%222005e-8ca6c-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/img-7549.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/img-7549.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:48	2735597/2735597	---MCZ	200	added ('OK')	image/jpeg	etag:%222006c-29bded-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/schedule-updated.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/schedule-updated.jpg	(from https://www.ese.iitb.ac.in/~energyday/event_details.html)
00:01:48	192896/192896	---MCZ	200	added ('OK')	image/png	etag:%2220039-2f180-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/e1-800x785.png	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/e1-800x785.png	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	93511/93511	---MCZ	200	added ('OK')	image/jpeg	etag:%222004f-16d47-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i14-1-800x800-800x800.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i14-1-800x800-800x800.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	180034/180034	---MCZ	200	added ('OK')	image/jpeg	etag:%222004c-2bf42-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i13-2-800x800-800x800.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i13-2-800x800-800x800.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	3369634/3369634	---MCZ	200	added ('OK')	image/jpeg	etag:%2220037-336aa2-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-692.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-692.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	118057/118057	---MCZ	200	added ('OK')	image/jpeg	etag:%2220053-1cd29-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i19-800x800.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i19-800x800.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	134176/134176	---MCZ	200	added ('OK')	image/jpeg	etag:%2220035-20c20-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-639-800x533.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-639-800x533.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:49	101117/101117	---MCZ	200	added ('OK')	image/jpeg	etag:%222005c-18afd-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/img-7515-800x533.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/img-7515-800x533.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:50	42104/42104	---M-Z	200	added ('OK')	image/jpeg	etag:%2220033-a478-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-557-800x523.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-557-800x523.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:50	80271/80271	---MCZ	200	added ('OK')	image/jpeg	etag:%2220051-1398f-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i15-3-800x569.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i15-3-800x569.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:51	93029/93029	---MCZ	200	added ('OK')	image/jpeg	etag:%2220050-16b65-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i14-1-800x800.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i14-1-800x800.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:51	1017949/1017949	---MCZ	200	added ('OK')	image/png	etag:%222003a-f885d-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/e1.png	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/e1.png	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:51	179812/179812	---MCZ	200	added ('OK')	image/jpeg	etag:%222004d-2be64-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i13-2-800x800.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i13-2-800x800.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:51	13245708/13245708	---MCZ	200	added ('OK')	image/jpeg	etag:%2220038-ca1d0c-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-733.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-733.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:51	171757/171757	---MCZ	200	added ('OK')	image/jpeg	etag:%2220054-29eed-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i19.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i19.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:52	794339/794339	---MCZ	200	added ('OK')	image/jpeg	etag:%222005d-c1ee3-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/img-7515.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/img-7515.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:52	890057/890057	---MCZ	200	added ('OK')	image/jpeg	etag:%2220034-d94c9-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-557.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-557.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:52	1664238/1664238	---MCZ	200	added ('OK')	image/jpeg	etag:%2220052-1964ee-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i15-3.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i15-3.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:52	141965/141965	---MCZ	200	added ('OK')	image/jpeg	etag:%2220055-22a8d-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i6.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i6.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:52	7324178/7324178	---MCZ	200	added ('OK')	image/jpeg	etag:%2220036-6fc212-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/dsc-639.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/dsc-639.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:53	1677143/1677143	---MCZ	200	added ('OK')	image/jpeg	etag:%222004b-199757-5fa63e10d3a00%22	https://www.ese.iitb.ac.in/~energyday/assets/images/i11.jpg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/i11.jpg	(from https://www.ese.iitb.ac.in/~energyday/Gallery.html)
00:01:59	150645/150645	---MCZ	200	added ('OK')	image/jpeg	etag:%2220060-24c75-5fa63e11c7c40%22	https://www.ese.iitb.ac.in/~energyday/assets/images/img20220930060027-yash-nareshkumar-jariwala.jpeg	D:/HTTrack%20Website%20Downloader/BaseFolder/Energy-Day-Code/www.ese.iitb.ac.in/_energyday/assets/images/img20220930060027-yash-nareshkumar-jariwala.jpg	(from https://www.ese.iitb.ac.in/~energyday/Team.html)
